Start_Date,Start_Time,End_Date,End_Time,Title,Description,Location,Location_URL,Location_Details,All_Day_Event,Event_Type,Tags,Team1_ID,Team1_Division_ID,Team1_Is_Home,Team2_ID,Team2_Division_ID,Team2_Name,Custom_Opponent,Event_ID,Game_ID,Affects_Standings,Points_Win,Points_Loss,Points_Tie,Points_OT_Win,Points_OT_Loss,Division_Override
10/17/2022,19:30,10/17/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM38,,,,,,,,,,,,,,,,
10/24/2022,19:30,10/24/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM38,,,,,,,,,,,,,,,,
10/31/2022,19:30,10/31/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM38,,,,,,,,,,,,,,,,
11/7/2022,19:30,11/7/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM38,,,,,,,,,,,,,,,,
11/14/22,19:30,11/14/22,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM38,,,,,,,,,,,,,,,,
9/10/22,10:30,9/10/22,12:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM39,,,,,,,,,,,,,,,,
9/19/2022,19:30,9/19/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM39,,,,,,,,,,,,,,,,
9/26/2022,19:30,9/26/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM39,,,,,,,,,,,,,,,,
10/3/2022,19:30,10/3/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM39,,,,,,,,,,,,,,,,
10/17/2022,19:30,10/17/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM39,,,,,,,,,,,,,,,,
10/24/2022,19:30,10/24/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM39,,,,,,,,,,,,,,,,
10/31/2022,19:30,10/31/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM39,,,,,,,,,,,,,,,,
11/7/2022,19:30,11/7/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM39,,,,,,,,,,,,,,,,
11/14/22,19:30,11/14/22,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM39,,,,,,,,,,,,,,,,
9/10/22,10:30,9/10/22,12:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM40,,,,,,,,,,,,,,,,
9/19/2022,19:30,9/19/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM40,,,,,,,,,,,,,,,,
9/26/2022,19:30,9/26/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM40,,,,,,,,,,,,,,,,
10/3/2022,19:30,10/3/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM40,,,,,,,,,,,,,,,,
10/17/2022,19:30,10/17/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM40,,,,,,,,,,,,,,,,
10/24/2022,19:30,10/24/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM40,,,,,,,,,,,,,,,,
10/31/2022,19:30,10/31/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM40,,,,,,,,,,,,,,,,
11/7/2022,19:30,11/7/2022,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM40,,,,,,,,,,,,,,,,
11/14/22,19:30,11/14/22,21:00,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCPM40,,,,,,,,,,,,,,,,
